CSG_HOUSEKEY,Transaction_Type,Transaction_Date,Transaction_Result,Order__c,CSG_CABLE_SERV_STATUS,CSG_INTERNET_SERV_STATUS,CSG_PHONE_SERV_STATUS,CSG_SECURITY_SERV_STATUS,CSG_CABLE_SERV_DATE,CSG_INTERNET_SERV_DATE,CSG_PHONE_SERV_DATE,CSG_SECURITY_SERV_DATE,CSG_DROP_TYPE,CSG_VIDEO_TAP_STATUS,ELOC_CUSTOMFIELD1,JT_DBIG_CODE,CSG_DROP_STATUS,CSG_DWELL_TYPE,CSG_DWELL_CATEGORY,CSG_DWELL_SUBCATEGORY,CSG_HOUSE_STATUS,ELOC_ESLAM_PLG,HBB_COUNT,PBB_COUNT,MIP_TOTAL_EST_QB_COAX,MIP_TOTAL_BUSINESSES_IN_SMB,COSTAR_PROPERTY_TYPE,COSTAR_PROPERTY_SUBTYPE,COSTAR_MALL,COSTAR_RENTABLE_BUILDING_AREA,COSTAR_TYPICAL_FLOOR_SIZE,COSTAR_NUMBER_OF_STORIES,COSTAR_YEAR_BUILT,YEAR_RENOVATED,COSTAR_TENANTS,TAP_DROP_TYPE,TAP_NUM_PORTS,MIP_BUILDING_LAT_LONG_CODE,IQ_ROUTE_COST_COAX,MIP_BUILDING_TYPE,MIP_IN_PROBUILD,BLDG_CABLE_SERV_STATUS,BLDG_INTERNET_SERV_STATUS,BLDG_PHONE_SERV_STATUS,BLDG_SECURITY_SERV_STATUS,BLDG_DROPSTATUS,Master_HKSvc,Master_BldgBilling,Master_HKSvcPost12_22_13,Master_ResiHK,Master_RecentRTISurvey,Master_BldgService,Master_RecentRTIPIV,Master_ValidECF1Const,Master_PlantNearParcel,Master_JTConstruction,Const_RecentDOIFNoConst,Const_ConstSurveyNoConst,Const_U32PIVNoConst,Const_FiberOnlyBldg,Const_HouseStatusMY,Const_HouseStatusMZ,Const_NeverSvcBldg,Green_ActiveSuiteCoax,Green_ActiveSuiteMultiPlusVideo,Green_SvcResiHK,Green_SuiteBilling,Green_ProBuildConstWithROE,Green_AerialDrop150Ft,Green_PlantOnParcel,PIV_SuiteFiber,PIV_SuiteMultiNoVideo,PIV_SuiteNonStandardSurvey,PIV_ProBuildConstNoROE,PIV_NeverSvcSuite,PIV_PLG,PIV_RFOG,PIV_LargeSingleTenant,PIV_LargeMultiTenant,PIV_MallSuiteNoRTI,PIV_HardDisco
7.71E+13,Install,1/19/2018,Complete,a0V1H00000BPrAsUAL,S,S,S,S,5/15/2008,5/15/2008,5/15/2008,1/7/2016,COAX ,1, ,NULL,1,CM,COMMERCIAL,BUSINESS,G2, ,0,1,1,1,Retail,,1,41786,41786,1,1991,0,1,NULL,NULL,CoStar,1844.92,COMMERCIAL,0,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7.71E+13,Install,12/6/2017,Complete,a0V1H00000E10VnUAJ,S,S,S,S,11/11/2016,11/11/2016,11/11/2016,11/11/2016,COAX ,0, ,NULL,3,CM,COMMERCIAL,BUSINESS,G2,PLGC0917,0,1,102,95,Office,,0,104786,17443,6,1982,2008,1,NULL,NULL,CoStar,3236.49,COMMERCIAL,0,81,82,82,81,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7.71E+13,DOIF,12/5/2017,Construction Issue,a0V1H00000E17DDUAZ,S,S,S,S,10/8/2010,10/8/2010,10/8/2010,1/7/2016,COAX ,0,CS3497424,NULL,1,CM,COMMERCIAL,BUSINESS,G2, ,0,0,10,7,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S5HPNTSCZA,3580.39,COMMERCIAL,0,30,31,31,30,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7.71E+13,DOIF,12/5/2017,Construction Issue,a0V1H00000E17DDUAZ,S,S,S,S,9/2/2016,9/2/2016,9/2/2016,9/2/2016,COAX,1,CS3497424,NULL,1,AA,RESIDENTIAL,SINGLE FAMILY,G2, ,0,0,10,7,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S5HPNTSCZA,3580.39,COMMERCIAL,0,30,31,31,30,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7.71E+13,Install,12/6/2017,Complete,a0V1H00000E1IVfUAN,S,S,S,S,3/30/2011,3/30/2011,3/30/2011,1/7/2016,COAX ,2, ,NULL,2,CM,COMMERCIAL,BUSINESS,G2,PLGC0917,0,4,4,4,Industrial,Warehouse,0,19305,19305,1,1970,0,1,NULL,NULL,CoStar,43.7,COMMERCIAL,0,2,2,2,2,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7.71E+13,Install,12/6/2017,Complete,a0V1H00000E1IVfUAN,S,S,S,S,6/12/2012,6/12/2012,6/12/2012,1/7/2016,COAX ,1,H10058953,NULL,1,CM,COMMERCIAL,BUSINESS,G2, ,0,4,4,4,Industrial,Warehouse,0,19305,19305,1,1970,0,1,NULL,NULL,CoStar,43.7,COMMERCIAL,0,2,2,2,2,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7.71E+13,DOIF,12/6/2017,Construction Issue,a0V1200000Biq4gEAB,S,S,S,S,7/19/2017,2/3/2012,2/12/2017,7/19/2017,FIBER,0,H07026827,NULL,0,CM,COMMERCIAL,BUSINESS,G2,PLGC0917,0,1,11,8,Retail,,0,112674,112674,1,2007,0,1,NULL,NULL,CoStar,10496.87,COMMERCIAL,0,3,3,3,3,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7.71E+13,DOIF,12/6/2017,Construction Issue,a0V1200000Biq4gEAB,S,S,S,S,6/26/2012,6/26/2012,6/26/2012,1/7/2016,COAX ,0, ,NULL,0,CM,COMMERCIAL,BUSINESS,G2,PLGC0917,0,1,11,8,Retail,,0,112674,112674,1,2007,0,1,NULL,NULL,CoStar,10496.87,COMMERCIAL,0,3,3,3,3,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7.71E+13,DOIF,12/6/2017,Construction Issue,a0V1200000Biq4gEAB,S,S,S,S,10/25/2016,10/25/2016,10/25/2016,2/12/2017,COAX ,0, ,NULL,0,CM,COMMERCIAL,BUSINESS,G2,PLGC0917,0,1,11,8,Retail,,0,112674,112674,1,2007,0,1,NULL,NULL,CoStar,10496.87,COMMERCIAL,0,3,3,3,3,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7.71E+13,DOIF,12/6/2017,Construction Issue,a0V1H00000E0cfPUAR,S,S,S,S,1/27/2016,1/27/2016,1/27/2016,1/27/2016,COAX ,1,G01029581,NULL,1,CM,COMMERCIAL,BUSINESS,G2, ,0,1,1,1,Specialty,Religious Facility,0,17991,16959,1,1985,0,2,NULL,NULL,CoStar,33.33,COMMERCIAL,0,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7.71E+13,Install,12/6/2017,Complete,a0V1200000Bk3DcEAJ,S,S,S,S,8/7/2017,8/7/2017,8/7/2017,8/7/2017,COAX,0, ,NULL,0,CL,COMMERCIAL,BUSINESS,G2, ,0,0,2,1,Retail,Freestanding,0,27731,27731,1,1997,0,1,NULL,NULL,CoStar,5810.45,COMMERCIAL,0,2,2,2,2,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7.71E+13,Install,12/6/2017,Complete,a0V1H00000E1HCSUA3,S,S,S,S,12/27/2012,12/27/2012,12/27/2012,1/7/2016,COAX ,0,CS6556776,NULL,0,CM,COMMERCIAL,BUSINESS,G2, ,0,0,1,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S5HPNTSCZA,523.88,COMMERCIAL,0,1,1,1,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7.71E+13,Install,1/19/2018,Complete,a0V1H00000E3RzgUAF,S,S,S,S,12/18/2008,12/18/2008,12/18/2008,1/7/2016,COAX ,1,F03010538,NULL,1,CM,COMMERCIAL,BUSINESS,G2, ,0,1,1,1,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S5HPNTSCZA,402.43,COMMERCIAL,0,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7.71E+13,Install,1/19/2018,Complete,a0V1H00000Ep69YUAR,S,S,S,S,8/10/2015,8/10/2015,8/10/2015,1/7/2016,COAX ,1, ,NULL,1,CL,COMMERCIAL,BUSINESS,G2,PLGC0917,0,1,5,5,Retail,Freestanding,0,6844,6844,1,1975,0,1,NULL,NULL,CoStar,6.91,COMMERCIAL,0,4,4,4,4,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7.71E+13,Install,1/19/2018,Complete,a0V1H00000Ep6BFUAZ,S,S,S,S,10/30/2017,10/30/2017,10/30/2017,10/30/2017,COAX ,0, ,NULL,0,CL,COMMERCIAL,BUSINESS,G2,PLG0917,0,1,8,8,Retail,Storefront Retail/Office,0,13860,6930,2,2004,0,1,NULL,NULL,CoStar,334.64,COMMERCIAL,0,11,11,11,11,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7.71E+13,DOIF,12/6/2017,Construction Issue,a0V1H00000E14l0UAB,N,N,N,N,12/22/2015,12/22/2015,12/22/2015,1/7/2016,COAX ,0, ,NULL,0,CM,COMMERCIAL,BUSINESS,S2, ,0,1,24,18,Retail,,0,90000,90000,1,2002,0,2,NULL,NULL,CoStar,6692.84,COMMERCIAL,0,0,1,1,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7.71E+13,DOIF,4/25/2018,Construction Issue,a0V1H00000FMBDzUAP,S,S,S,S,5/26/2016,5/26/2016,5/26/2016,5/26/2016,COAX ,0,G05013211,NULL,0,CM,COMMERCIAL,BUSINESS,G2,PLGC0917,0,0,2,2,Specialty,Car Wash,0,9625,8469,1,1997,0,1,NULL,NULL,CoStar,2286,COMMERCIAL,0,4,4,4,4,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7.71E+13,Install,12/6/2017,Complete,a0V1H00000E13PlUAJ,S,S,S,S,6/16/2014,6/16/2014,6/16/2014,1/7/2016,COAX ,0,E06003873,NULL,1,CM,COMMERCIAL,BUSINESS,S2, ,0,1,9,7,Retail,,1,30000,30000,1,2005,0,1,NULL,NULL,CoStar,1163.88,COMMERCIAL,0,14,14,14,14,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7.71E+13,Install,12/5/2017,Complete,a0V1200000B5GI5EAN,N,N,N,N,9/20/2017,9/20/2017,9/20/2017,9/20/2017,COAX ,0,H12028504,NULL,0,ZA,COMMERCIAL,UNDER_CONSTRUCTION,S2, ,0,1,1,1,Industrial,Manufacturing,0,35910,35910,1,1995,0,1,NULL,NULL,CoStar,211.27,COMMERCIAL,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7.71E+13,Install,12/6/2017,Complete,a0V1H00000DOP1nUAH,S,S,S,S,5/27/2011,5/27/2011,5/27/2011,1/7/2016,COAX ,1, ,NULL,1,CM,COMMERCIAL,BUSINESS,S2, ,0,1,1,1,Flex,,0,18000,9000,2,2011,0,1,NULL,NULL,CoStar,586.71,COMMERCIAL,0,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7.71E+13,DOIF,12/29/2017,Construction Issue,a0V1H00000E2YocUAF,S,S,S,S,10/19/2017,10/19/2017,10/19/2017,10/19/2017,COAX ,0,H10064593,NULL,1,CM,COMMERCIAL,BUSINESS,M2, ,0,0,1,0,Industrial,Warehouse,0,69907,69907,1,2007,0,1,NULL,NULL,CoStar,3210.92,COMMERCIAL,0,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7.71E+13,Install,12/6/2017,Complete,a0V1H00000DNqcMUAT,S,S,S,S,11/14/2017,11/14/2017,11/14/2017,11/14/2017,COAX,0, ,NULL,0,CL,COMMERCIAL,BUSINESS,G2, ,0,1,5,4,Retail,,0,43340,43340,1,1965,0,1,NULL,NULL,CoStar,1910.74,COMMERCIAL,0,9,9,9,9,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7.71E+13,Install,12/5/2017,Complete,a0V1H00000E1Ao0UAF,S,S,S,S,10/9/2008,10/9/2008,10/9/2008,1/7/2016,COAX ,3, ,NULL,1,CM,COMMERCIAL,BUSINESS,G2,PLGC0917,0,1,4,4,Retail,Freestanding,1,3018,3018,1,1950,0,1,NULL,NULL,CoStar,434.9,COMMERCIAL,0,4,4,4,4,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7.71E+13,Install,12/5/2017,Complete,a0V1H00000E1AQ3UAN,S,S,S,S,8/1/1983,3/16/2007,3/16/2007,1/7/2016,COAX ,3,CS5538169,NULL,1,CM,COMMERCIAL,BUSINESS,G2,PLGC0917,0,1,5,5,Retail,,1,6510,6510,1,2006,0,1,NULL,NULL,CoStar,77.03,COMMERCIAL,0,5,5,5,5,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7.71E+13,DOIF,6/5/2018,Construction Issue,a0V1H00000FQNIvUAP,S,S,S,S,6/12/2012,6/12/2012,6/12/2012,2/6/2017,MULTI,0, ,NULL,1,CM,COMMERCIAL,BUSINESS,E2,PLGC0917,0,4,6,5,Office,,0,248399,49680,5,1998,0,1,NULL,NULL,Costar,3053.63,COMMERCIAL,0,8,8,8,8,1,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
7.71E+13,DOIF,8/28/2018,Construction Issue,a0V1H00000G0K8fUAF,S,S,S,S,10/6/2017,10/6/2017,10/6/2017,10/6/2017,COAX ,0, ,NULL,1,CL,COMMERCIAL,BUSINESS,G2, ,0,2,4,2,Office,,0,466318,46631,10,2008,0,1,NULL,NULL,IQADMIN,11742.47,COMMERCIAL,0,1,1,1,1,1,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
7.71E+13,DOIF,1/5/2018,Construction Issue,a0V1H00000E3TyvUAF,N,S,S,N,2/11/2017,2/4/2012,2/12/2017,2/11/2017,FIBER,0, ,NULL,0,CM,COMMERCIAL,BUSINESS,MY,PLGC0917,0,0,2,0,Retail,Supermarket,0,83652,83652,1,2001,0,1,NULL,NULL,CoStar,312.95,COMMERCIAL,0,1,2,2,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7.71E+13,DOIF,1/6/2018,Construction Issue,a0V1H00000E3TyvUAF,N,S,S,N,2/11/2017,2/4/2012,2/12/2017,2/11/2017,FIBER,0, ,NULL,0,CM,COMMERCIAL,BUSINESS,MY,PLGC0917,0,0,2,0,Retail,Supermarket,0,83652,83652,1,2001,0,1,NULL,NULL,CoStar,312.95,COMMERCIAL,0,1,2,2,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7.71E+13,Install,12/7/2017,Complete,a0V1H00000E1LRwUAN,S,S,S,S,8/26/2015,8/26/2015,8/26/2015,1/7/2016,COAX ,0,F11007505,NULL,0,NB,RESIDENTIAL,APARTMENT,S2, ,1,0,3,3,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S8HPNTSCZA,1399.16,COMMERCIAL,0,135,137,137,135,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7.71E+13,Install,12/6/2017,Complete,a0V1H00000E0uP0UAJ,N,N,N,N,9/22/2017,9/22/2017,9/22/2017,9/22/2017,FIBER,0,H09061621,NULL,0,ZA,COMMERCIAL,UNDER_CONSTRUCTION,NR,PLG0917,0,3,23,21,Office,,0,36000,12000,3,2009,0,1,NULL,NULL,CoStar,2756.85,COMMERCIAL,1,23,23,23,23,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7.71E+13,Install,12/5/2017,Complete,a0V1H00000E1GZVUA3,S,S,S,S,1/22/2014,1/22/2014,1/22/2014,1/7/2016,COAX ,1, ,NULL,1,CM,COMMERCIAL,BUSINESS,S2, ,0,3,3,3,Retail,Freestanding,0,18059,18059,1,1979,0,1,NULL,NULL,CoStar,194.37,COMMERCIAL,0,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7.71E+13,Install,12/5/2017,Complete,a0V1H00000DOl1MUAT,S,S,S,S,3/31/2015,3/31/2015,3/31/2015,1/7/2016,COAX ,3,F03010470,NULL,1,CM,COMMERCIAL,BUSINESS,S2,PLGC0917,0,2,2,2,Retail,Restaurant,0,6875,6875,1,1984,0,1,NULL,NULL,CoStar,138.41,COMMERCIAL,0,2,2,2,2,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7.71E+13,DOIF,8/28/2018,Construction Issue,a0V1H00000FudO3UAJ,S,S,S,S,8/20/2018,8/20/2018,8/20/2018,8/20/2018,COAX ,0, ,NULL,0,CM,COMMERCIAL,BUSINESS,G2, ,0,0,1,0,Office,Medical,0,15311,15311,1,1992,0,1,NULL,NULL,Costar,446.82,COMMERCIAL,0,1,1,1,1,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7.71E+13,Install,12/5/2017,Complete,a0V1H00000DNo1MUAT,S,S,S,S,3/30/2011,3/30/2011,3/30/2011,1/7/2016,COAX ,1,51552C,NULL,1,CM,COMMERCIAL,BUSINESS,G2, ,0,1,1,1,Retail,,1,5169,5169,1,1961,0,1,NULL,NULL,CoStar,7.6,COMMERCIAL,0,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7.71E+13,Install,12/6/2017,Complete,a0V1H00000E13pBUAR,S,S,S,S,4/3/2014,4/3/2014,4/3/2014,1/7/2016,COAX ,0,E04000010,NULL,0,CM,COMMERCIAL,BUSINESS,G2, ,0,3,3,3,Industrial,Warehouse,0,14340,14340,1,1980,0,1,NULL,NULL,CoStar,962.65,COMMERCIAL,0,9,9,9,9,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7.71E+13,DOIF,1/9/2018,Construction Issue,a0V1H00000DNx52UAD,S,S,S,S,11/2/2017,11/2/2017,11/2/2017,11/2/2017,FIBER,0,H11065263,NULL,0,CM,COMMERCIAL,BUSINESS,E2, ,0,0,1,0,Retail,,1,100000,50000,2,1984,0,1,NULL,NULL,CoStar,3063.46,COMMERCIAL,0,1,1,1,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7.71E+13,Install,12/5/2017,Complete,a0V1H00000E1AkXUAV,S,S,S,S,10/6/2016,10/6/2016,10/6/2016,2/12/2017,COAX ,1, ,NULL,1,CM,COMMERCIAL,BUSINESS,S2, ,0,1,60,54,Office,Medical,0,172202,48247,4,1985,0,1,NULL,NULL,CoStar,5465.52,COMMERCIAL,0,71,72,72,71,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7.71E+13,Install,12/5/2017,Complete,a0V1H00000E0gabUAB,S,S,S,S,8/17/2012,8/17/2012,8/17/2012,1/7/2016,COAX ,1, ,NULL,1,CM,COMMERCIAL,BUSINESS,S2, ,0,1,1,1,Retail,Auto Repair,0,5840,5840,1,1987,0,1,NULL,NULL,CoStar,201.52,COMMERCIAL,0,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
